candidate_id,candidate_role,job_id,job_title,company_name,text_match_pct,skill_overlap_pct,final_match_score,rank,matching_skills,missing_skills,suitability
10070224,public_relations,3898169106,"Director, Public Relations",Zelis,21.6,33.3,25.1,7,marketing|social_media,communication|leadership|project_management|recruitment,Suitable
10070224,public_relations,3905246857,Marketing and Communications Specialist,Tri-Cities Airport (TRI),23.4,28.6,25.0,8,marketing|social_media,adobe|communication|illustrator|photoshop|project_management,Suitable
10070224,public_relations,3904925206,Public Relations Manager,Kip Hunter Marketing,21.4,33.3,24.9,9,marketing,communication|sales,Suitable
10070224,public_relations,3898156779,Communications Associate,Arkansas REALTORS®,20.7,22.2,21.1,10,marketing|social_media,adobe|auditing|communication|illustrator|leadership|photoshop|sales,Suitable
10076271,healthcare,3901981270,Chief Executive Officer,"Clear Protocol, Inc.",12.6,100.0,38.8,1,leadership|sales,,Suitable
10076271,healthcare,3901372215,"Senior Health and Science Specialist, RD Sickle Cell Area Specialist (Florida)",Pfizer,12.3,83.3,33.6,2,leadership|marketing|project_management|recruitment|sales,communication,Suitable
10076271,healthcare,3901688270,Sr. Director of Marketing - Natural Treats,Central Garden & Pet,12.8,77.8,32.3,3,excel|leadership|marketing|ms_office|powerpoint|project_management|sales,communication|data_analysis,Suitable
10076271,healthcare,3884819675,Marketing Manager,Giordano's - Famous Stuffed Pizza,12.8,66.7,29.0,4,leadership|marketing|project_management|sales,communication|social_media,Suitable
10076271,healthcare,3889738226,Retail Marketing Manager,Dietz and Watson,12.4,66.7,28.7,5,excel|leadership|marketing|ms_office|powerpoint|sales,communication|customer_service|negotiation,Suitable
10076271,healthcare,3901652587,"Vice President of Sales & Marketing - Southern States Cooperative - Richmond, VA","GROWMARK, Inc.",12.9,60.0,27.0,6,leadership|marketing|sales,budgeting|social_media,Suitable
10076271,healthcare,3902748418,"Director, Strategic Marketing",National University,12.1,53.8,24.6,7,excel|leadership|marketing|ms_office|powerpoint|project_management|sales,accounting|budgeting|forecasting|salesforce|social_media|tableau,Suitable
10076271,healthcare,3901953541,Brand & Product Marketing Strategist II,INSPYR Solutions,12.3,42.9,21.5,8,leadership|marketing|project_management,agile|budgeting|communication|forecasting,Suitable
10076271,healthcare,3906091583,Regional Sales Manager (RETAIL),KPG99 INC,12.6,40.0,20.8,9,marketing|sales,budgeting|crm|negotiation,Suitable
10076271,healthcare,3884860429,Deputy Chief Financial Officer,,15.1,0.0,10.6,10,,,Not Suitable
10089434,information_technology,3885854571,Systems Administrator,Creative Financial Staffing (CFS),23.9,100.0,46.7,1,azure,,Highly Suitable
10089434,information_technology,3902879582,Systems Administrator ,LHH,26.3,75.0,40.9,2,azure|ms_office|sql,sql_server,Highly Suitable
10089434,information_technology,3903844354,Sr. Systems Admin - IT,LJA,25.2,50.0,32.6,3,azure|linux,auditing|communication,Suitable
10089434,information_technology,3886449904,Windows System Engineer,"Yoh, A Day & Zimmermann Company",24.0,50.0,31.8,4,sql,aws,Suitable
10089434,information_technology,3901943178,Senior Cloud Infrastructure Engineer,Public Partnerships | PPL,25.3,33.3,27.7,5,azure,auditing|python,Suitable
10089434,information_technology,3902828500,Senior System Administrator,Comrise,30.8,20.0,27.6,6,linux,communication|docker|leadership|python,Suitable
10089434,information_technology,3901455706,Azure Cloud Engineer,Motion Recruitment,24.8,33.3,27.4,7,azure,agile|project_management,Suitable
10089434,information_technology,3905238535,Systems Administrator,Surge Staffing,24.2,33.3,26.9,8,sql,payroll|sql_server,Suitable
10089434,information_technology,3904410642,System Administrator,E Ink Corporation,24.0,33.3,26.8,9,azure,aws|communication,Suitable
10089434,information_technology,3891071593,Help Desk Technician,Prestige Staffing,24.8,20.0,23.4,10,azure,adobe|communication|customer_service|onboarding,Suitable
10100240,construction,3904406218,Carpenter,,19.3,0.0,13.5,1,,,Not Suitable
10100240,construction,3894200870,Carpenter - Traveling,Thompson Thrift,18.8,0.0,13.1,2,,communication,Not Suitable
10100240,construction,3889702014,Form Carpenter,"Precon Marine, Inc",17.4,0.0,12.2,3,,,Not Suitable
10100240,construction,3885109661,Carpenter,911 Restoration - The Fresh Start Company,16.9,0.0,11.8,4,,communication|customer_service,Not Suitable
10100240,construction,3904948731,Carpenter,"Pyramid Consulting, Inc",16.3,0.0,11.4,5,,communication,Not Suitable
10100240,construction,3905344981,Carpenter,Coastal Maine General Contracting,16.2,0.0,11.3,6,,communication,Not Suitable
10100240,construction,3906093602,Trim and Cabinets Installer,Huseman Group,16.1,0.0,11.3,7,,,Not Suitable
10100240,construction,3891072447,Finish Carpenter,"Timberline Kitchen & Bath, Inc.",16.1,0.0,11.3,8,,project_management,Not Suitable
10100240,construction,3887891330,Adena- Carpenter,Adena Corporation,15.8,0.0,11.0,9,,,Not Suitable
10100240,construction,3903448199,Sparkleberry Carpenter Helper 3,Black & Veatch,15.7,0.0,11.0,10,,communication|onboarding,Not Suitable
10138632,sales,3889739729,Director of Procurement,CareersInFood.com,22.0,100.0,45.4,1,sales,,Highly Suitable
10138632,sales,3903808758,Automotive Maintenance Technician,"Bridgestone Retail Operations, LLC",15.2,100.0,40.7,2,sales,,Highly Suitable
10138632,sales,3887860377,Meat Manager - Full Time - Safeway 557 (Non-Union) [DNV],Safeway,20.2,50.0,29.1,3,sales,customer_service,Suitable
10138632,sales,3903450372,MRO Buyer,Great Dane,14.3,33.3,20.0,4,accounting,auditing|customer_service,Suitable
10138632,sales,3887884052,Warehouse Operations Manager,PGL (Perimeter Global Logistics),14.2,33.3,20.0,5,accounting|negotiation|sales,crm|customer_service|excel|forecasting|leadership|recruitment,Suitable
10138632,sales,3903457186,Zee Company - Food & Beverage - Area Sales Manager,The Vincit Group,14.2,25.0,17.5,6,sales,communication|customer_service|excel,Not Suitable
10138632,sales,3905360709,03016100-333-11034-Meat Manager-1003LM-WP,Albertsons Companies,14.0,25.0,17.3,7,sales,communication|customer_service|leadership,Not Suitable
10138632,sales,3906221713,ASSISTANT FABRICATION OPERATIONS MANAGER,JBS USA,17.6,0.0,12.3,8,,,Not Suitable
10138632,sales,3884899890,Commercial Tire Technician,Best-One Tire & Service,17.0,0.0,11.9,9,,,Not Suitable
10138632,sales,3885855519,Purchasing Manager,Newly Weds Foods,14.2,0.0,9.9,10,,adobe,Not Suitable
10149490,construction,3895812392,Wastewater Plant Project Manager,Veolia North America,13.3,100.0,39.3,1,leadership,,Suitable
10149490,construction,3889483400,Division Chief of Training - HSE Fire and Rescue,Eli Lilly and Company,13.0,100.0,39.1,2,leadership,,Suitable
10149490,construction,3905283814,"Project Engineer- Self Perform, Advanced Industries (AFG)",JE Dunn Construction,13.4,66.7,29.4,3,communication|leadership,ms_office,Suitable
10149490,construction,3903445339,Construction Manager,US Tech Solutions,13.3,50.0,24.3,4,communication,project_management,Suitable
10149490,construction,3895205769,Maintenance Planner / Scheduler / Parts Room Superintendent,Perdue Farms,13.4,25.0,16.9,5,leadership,accounting|auditing|recruitment,Not Suitable
10149490,construction,3900960557,"Supervisor, Infrastructure Maintenance and Construction",Princeton University,13.2,16.7,14.2,6,leadership,accounting|auditing|autocad|customer_service|project_management,Not Suitable
10149490,construction,3905288759,Construction Superintendent (Ground Up),JRM Construction Management,13.9,0.0,9.7,7,,ms_office,Not Suitable
10149490,construction,3904572325,Project Engineer (Renewable Natural Gas),"Capital Staffing Solutions, Inc.",13.7,0.0,9.6,8,,,Not Suitable
10149490,construction,3902750948,Electrical & Instrumentation Engineer,Allied Reliability,13.1,0.0,9.2,9,,auditing|forecasting,Not Suitable
10149490,construction,3900963511,"Project Engineer, Sr.",Westinghouse Electric Company,13.1,0.0,9.2,10,,excel|powerpoint,Not Suitable
10176013,construction,3898163020,Electrical Estimator,Insight Global,18.6,100.0,43.0,1,budgeting|ms_office,,Highly Suitable
10176013,construction,3885112109,Senior Estimator,Hogan & Associates Construction,17.4,100.0,42.2,2,autocad|marketing|ms_office,,Highly Suitable
10176013,construction,3884434034,Assistant Project Manager,Wesbuilt Construction Managers,17.5,50.0,27.2,3,ms_office|project_management,accounting|excel,Suitable
10176013,construction,3887700946,Junior Estimator,Infinite Consulting Corp,16.6,50.0,26.6,4,ms_office|sales,communication|leadership,Suitable
10176013,construction,3903443720,Construction Manager 1,Case Western Reserve University,17.7,42.9,25.3,5,budgeting|ms_office|project_management,accounting|communication|customer_service|leadership,Suitable
10176013,construction,3901942651,Site Supervisor (Construction management/HVAC/CSL),Cube Hub Inc.,17.2,33.3,22.0,6,ms_office|project_management,adobe|communication|excel|powerpoint,Suitable
10176013,construction,3901352291,Project Manager PMP,"Industrial Communications & Electronics, Inc.",16.6,30.0,20.6,7,autocad|ms_office|project_management,accounting|agile|communication|data_analysis|excel|negotiation|recruitment,Suitable
10176013,construction,3903840855,Assistant Project Manager - Construction,The NRP Group LLC,17.7,0.0,12.4,8,,accounting|adobe|excel,Not Suitable
10176013,construction,3902866843,Project Engineer,CSI Construction Company,16.8,0.0,11.8,9,,adobe|communication|excel,Not Suitable
10176013,construction,3902919581,Project Manager Civil,WE COLLABORATE,16.7,0.0,11.7,10,,accounting,Not Suitable
10176815,aviation,3901355317,Sr. RF Engineer,USPRO,18.8,100.0,43.2,1,matlab,,Highly Suitable
10176815,aviation,3886895937,Senior RF Test Engineer,Echodyne,19.1,50.0,28.4,2,matlab,python,Suitable
10176815,aviation,3904399784,Radio Frequency Engineer,"TalentBurst, an Inc 5000 company",17.4,33.3,22.2,3,excel|matlab,communication|data_analysis|python|tableau,Suitable
10176815,aviation,3894630693,Validation Engineer,Sigmaways Inc,16.9,33.3,21.9,4,matlab,communication|python,Suitable
10176815,aviation,3888023985,Senior Radar Systems Engineer - Defense & Space Manufacturing,Brightpath Associates LLC,17.0,25.0,19.4,5,matlab,c++|communication|linux,Not Suitable
10176815,aviation,3904955551,Avionics Technician,"Adams Communication & Engineering Technology (ACET, Inc.)",21.7,0.0,15.2,6,,,Not Suitable
10176815,aviation,3902879457,Radio Frequency Technician,Indotronix Avani Group,20.2,0.0,14.1,7,,,Not Suitable
10176815,aviation,3904923959,Electrical Engineer,"Parra Consulting Group, Inc.",17.3,0.0,12.1,8,,,Not Suitable
10176815,aviation,3902755456,Radar Technician,Scientific Research Corporation,17.2,0.0,12.1,9,,,Not Suitable
10176815,aviation,3902348657,Validation Technician,TechDoQuest,17.1,0.0,12.0,10,,,Not Suitable
10182582,apparel,3900938911,Sales Lead - White House Black Market,"Chico's FAS, Inc.",14.2,66.7,29.9,1,customer_service|sales,leadership,Suitable
10182582,apparel,3898178389,Sales Lead - White House Black Market,"Chico's FAS, Inc.",13.7,66.7,29.6,2,customer_service|sales,leadership,Suitable
10182582,apparel,3886448188,Sales Lead - Chico's,"Chico's FAS, Inc.",13.3,66.7,29.3,3,customer_service|sales,leadership,Suitable
10182582,apparel,3886841347,Sales Lead - Soma,"Chico's FAS, Inc.",13.3,66.7,29.3,4,customer_service|sales,leadership,Suitable
10182582,apparel,3901984722,Sales Lead - Chico's,"Chico's FAS, Inc.",13.3,66.7,29.3,5,customer_service|sales,leadership,Suitable
10182582,apparel,3886442838,Sales Lead - Chico's,"Chico's FAS, Inc.",13.3,66.7,29.3,6,customer_service|sales,leadership,Suitable
10182582,apparel,3900945043,Sales Lead - Chico's,"Chico's FAS, Inc.",13.3,66.7,29.3,7,customer_service|sales,leadership,Suitable
10182582,apparel,3901353977,"Sales Lead - Part-time Chico's Outlet - Jersey Shore Premium Outlets - Tinton Falls, NJ","Chico's FAS, Inc.",13.2,66.7,29.3,8,customer_service|sales,leadership,Suitable
10182582,apparel,3901987523,Sales Lead - Chico's,"Chico's FAS, Inc.",13.1,66.7,29.2,9,customer_service|sales,leadership,Suitable
10182582,apparel,3895204754,Outside Sales Specialist,Lumber Plus,15.1,25.0,18.1,10,sales,communication|crm|negotiation,Not Suitable
10186968,advocate,3906258694,Early Learning Lead Teacher,YMCA of Metropolitan Chicago,13.0,100.0,39.1,1,leadership|recruitment,,Suitable
10186968,advocate,3904362632,Case Manager I,SAFY of America,12.2,100.0,38.6,2,leadership|recruitment,,Suitable
10186968,advocate,3899530020,Dependency Case Manager,Family Support Services,12.2,100.0,38.5,3,leadership,,Suitable
10186968,advocate,3904988189,PREVENTION SERVICES SUPERVISOR (Human Services),City of Newport News,13.0,75.0,31.6,4,accounting|customer_service|leadership,budgeting,Suitable
10186968,advocate,3903446857,Early Head Start Classroom Assistant,Innovative Network of Knowledge,12.7,66.7,28.9,5,excel|recruitment,communication,Suitable
10186968,advocate,3902938670,Site Director/Teacher,Chautauqua Opportunities Inc,13.3,50.0,24.3,6,customer_service|recruitment,auditing|communication,Suitable
10186968,advocate,3885823733,Family and Child Social Worker,Aspiranet,12.5,50.0,23.8,7,leadership,marketing,Suitable
10186968,advocate,3901640592,Clinician I,Pacific Clinics,12.1,50.0,23.5,8,leadership,communication,Suitable
10186968,advocate,3887570877,Family Facilitator,Aspiranet,12.0,50.0,23.4,9,leadership,marketing,Suitable
10186968,advocate,3884437583,Lead Preschool Teacher (PEL),Mary Crane Center,13.4,0.0,9.4,10,,,Not Suitable
10189110,aviation,3891077644,Buyer II/Inventory Coordinator,,17.2,100.0,42.0,1,negotiation,,Highly Suitable
10189110,aviation,3902843424,Associate Buyer,Insight Global,16.1,100.0,41.3,2,excel,,Highly Suitable
10189110,aviation,3902367238,AOG Buyer,Allegiant,20.6,75.0,36.9,3,accounting|adobe|ms_office,communication,Suitable
10189110,aviation,3903450372,MRO Buyer,Great Dane,21.1,66.7,34.7,4,accounting|customer_service,auditing,Suitable
10189110,aviation,3906223723,Buyer IV (Sr Buyer),"MOGAS Industries, Inc.",16.8,75.0,34.3,5,accounting|excel|ms_office,sap,Suitable
10189110,aviation,3903423994,Logistics Specialist,Lectra,16.9,60.0,29.8,6,customer_service|excel|sales,communication|sap,Suitable
10189110,aviation,3905299619,Purchasing Agent,WeldFit ,16.3,60.0,29.4,7,accounting|customer_service|negotiation,communication|project_management,Suitable
10189110,aviation,3902365396,"Materials Coordinator - Redmond, WA",Comrise,16.1,50.0,26.3,8,accounting|excel|ms_office,agile|powerpoint|project_management,Suitable
10189110,aviation,3902343513,Buyer - Metal Manufacturing,"MetalStorm, Inc.",16.6,0.0,11.6,9,,,Not Suitable
10189110,aviation,3903802378,Supply Chain Specialist ( Logistics & Salesforce ),HCLTech,16.4,0.0,11.5,10,,forecasting|salesforce,Not Suitable
10219099,engineering,3884430130,Reliability/Injection Molding Maintenance Technician,GPI / GPRO,19.0,66.7,33.3,1,customer_service|ms_office,excel,Suitable
10219099,engineering,3891075286,"Senior Maintenance Technician - Forest Grove, OR",VanderHouwen,17.4,50.0,27.2,2,auditing,project_management,Suitable
10219099,engineering,3898157500,Industrial Electrician,PROMAN Staffing USA,18.2,0.0,12.7,3,,,Not Suitable
10219099,engineering,3906250452,Electrical Technician,Resia,18.2,0.0,12.7,4,,,Not Suitable
10219099,engineering,3888498497,"Maintenance, Reliability Technician (GA)",Energy Jobline,18.0,0.0,12.6,5,,excel|leadership|spark,Not Suitable
10219099,engineering,3891046082,Maintenance Mechanic,TAS Energy Inc.,17.6,0.0,12.3,6,,,Not Suitable
10219099,engineering,3903428792,Maintenance Technician,"Samuel, Son & Co.",17.5,0.0,12.3,7,,,Not Suitable
10219099,engineering,3901347799,Maintenance Reliability Manager,Amtex Systems Inc.,17.3,0.0,12.1,8,,communication|excel|leadership|spark,Not Suitable
10219099,engineering,3891251335,Manufacturing Machine Maintenance Technician $5k sign on Bonus,The Job Network,17.3,0.0,12.1,9,,,Not Suitable
10219099,engineering,3906094555,Automation Technician ,Advantage Technical,17.2,0.0,12.0,10,,,Not Suitable
10228751,business_development,3902881293,Human Resources Manager,American Direct Marketing Resources,13.3,100.0,39.3,1,marketing|payroll|recruitment,,Suitable
10228751,business_development,3902785002,Human Resources Generalist,RATP Dev USA,15.1,83.3,35.6,2,excel|forecasting|payroll|powerpoint|recruitment,onboarding,Suitable
10228751,business_development,3901661179,Chief Human Resource Officer,H&H Leadership Solutions,13.9,50.0,24.7,3,forecasting|marketing|payroll|recruitment,auditing|communication|leadership|negotiation,Suitable
10228751,business_development,3884434746,Human Resources Director,ION Clean Energy,12.8,50.0,24.0,4,excel|payroll|recruitment,accounting|communication|onboarding,Suitable
10228751,business_development,3902806579,Human Resources Generalist,United Material Handling,12.8,50.0,24.0,5,payroll|recruitment,communication|onboarding,Suitable
10228751,business_development,3885116060,Human Resources Business Partner,Fapon ,13.4,40.0,21.4,6,payroll|recruitment,communication|negotiation|onboarding,Suitable
10228751,business_development,3904086713,Recruitment Specialist,PTS Advance,12.9,28.6,17.6,7,excel|recruitment,communication|ms_office|negotiation|onboarding|social_media,Not Suitable
10228751,business_development,3901348206,On-Site Recruiter,XL Pro Staffing and Consulting Group,12.8,25.0,16.5,8,recruitment,leadership|onboarding|social_media,Not Suitable
10228751,business_development,3905373006,Talent Acquisition Supervisor,Barcel USA,12.8,20.0,15.0,9,recruitment,communication|data_analysis|onboarding|social_media,Not Suitable
10228751,business_development,3898171814,Corporate Recruiter (100% onsite),Retail Options,13.5,16.7,14.4,10,recruitment,communication|leadership|ms_office|onboarding|social_media,Not Suitable
10235211,business_development,3902862924,Golf Sales Associate,City and County of Denver,12.5,100.0,38.7,1,sales,,Suitable
10235211,business_development,3906252372,Business Development Associate,Northspyre,12.1,75.0,31.0,2,communication|negotiation|sales,crm,Suitable
10235211,business_development,3901910303,Real Estate Broker,Vestian,13.1,66.7,29.2,3,negotiation|sales,crm,Suitable
10235211,business_development,3894410965,Starter & Player Assistant,Sentry,13.3,50.0,24.3,4,communication,customer_service,Suitable
10235211,business_development,3903467762,Golf Course Superintendent,Troon,12.9,50.0,24.0,5,ms_office,payroll,Suitable
10235211,business_development,3900062942,Entry level Commercial Real Estate Agent,Marcus & Millichap,12.3,50.0,23.6,6,communication|sales,leadership|marketing,Suitable
10235211,business_development,3903492111,Commercial Real Estate Agent,Marcus & Millichap,12.3,50.0,23.6,7,communication|sales,leadership|marketing,Suitable
10235211,business_development,3816179292,Investment Real Estate Sales Advisor,Diamond Acquisitions,12.8,33.3,18.9,8,sales,excel|leadership,Not Suitable
10235211,business_development,3891001855,Investment Sales Specialist,TN HomeBuyers | Sell Your House the Easy Way!,12.4,16.7,13.7,9,sales,customer_service|leadership|marketing|salesforce|social_media,Not Suitable
