job_id,duplicate_id,similarity
3904070321,3904073158,0.9914
3904070321,3904073159,0.9937
3904070321,3904073169,0.9901
3904070321,3904074151,0.9907
3904070330,3904071313,1.0
3904071300,3904073153,0.9945
3904071300,3904074161,0.9945
3904071302,3904071304,0.9724
3904071303,3904071306,0.9907
3904071303,3904073158,0.992
3904071303,3904073159,0.9943
3904071303,3904073169,0.9907
3904071303,3904074151,0.9913
3904071306,3904073158,0.9914
3904071306,3904073159,0.9937
3904071306,3904073169,0.9901
3904071306,3904074151,0.9907
3904072225,3904073162,0.9927
3904073153,3904074161,0.9945
3904073158,3904073159,0.995
3904073158,3904073169,0.9914
3904073158,3904074151,0.992
3904073159,3904073169,0.9937
3904073159,3904074151,0.9943
3904073169,3904074151,0.9907
3904074144,3904074170,0.9864
3888023993,3888027255,0.963
3888023993,3889714934,0.9904
3888023993,3889716639,0.981
3888023993,3889717396,0.9759
3888023993,3889719558,0.9626
3888023993,3889721213,0.959
3888023993,3905303590,0.9606
3888023993,3905305208,0.9885
3888023993,3905306246,0.9609
3888023993,3905828137,0.9609
3888023993,3905830015,0.9601
3888023993,3906223974,0.981
3888023993,3906225933,0.9666
3888023993,3906226786,0.9609
3888023993,3906226817,0.9626
3888023993,3906226825,0.9626
3888025761,3905303591,0.9624
3888025761,3905305245,0.9698
3888025761,3905306245,0.9819
3888025761,3905824560,0.9685
3888025761,3906224885,0.9671
3888027255,3888027259,0.9548
3888027255,3888030120,0.9841
3888027255,3889714934,0.9537
3888027255,3905305208,0.9517
3888027255,3906227834,0.9822
3888027259,3888030120,0.9694
3888029103,3889719558,0.9566
3888029103,3905303590,0.9503
3888029103,3905306246,0.9506
3888029103,3905828137,0.9506
3888029103,3906226786,0.9506
3888029103,3906226817,0.9566
3888029103,3906226825,0.9566
3888030120,3906227834,0.9667
3889714744,3905303591,0.9722
3889714744,3905305245,0.9704
3889714744,3905306245,0.9661
3889714744,3905824560,0.9573
3889714744,3906224885,0.9809
3889714934,3889716639,0.9669
3889714934,3889717396,0.9815
3889714934,3889721213,0.9537
3889714934,3905305208,0.9836
3889714934,3906223974,0.9669
3889714934,3906225933,0.9618
3889714936,3889717498,0.9932
3889716639,3889717396,0.99
3889716639,3889719558,0.9813
3889716639,3889721213,0.9728
3889716639,3905303590,0.9793
3889716639,3905305208,0.9599
3889716639,3905306246,0.9796
3889716639,3905828137,0.9796
3889716639,3905830015,0.9787
3889716639,3906223974,1.0
3889716639,3906225865,0.9572
3889716639,3906226786,0.9796
3889716639,3906226817,0.9813
3889716639,3906226825,0.9813
3889717396,3889719558,0.9714
3889717396,3889721213,0.9717
3889717396,3905303590,0.9694
3889717396,3905305208,0.9597
3889717396,3905306246,0.9697
3889717396,3905828137,0.9697
3889717396,3905830015,0.9689
3889717396,3906223974,0.99
3889717396,3906226786,0.9697
3889717396,3906226817,0.9714
3889717396,3906226825,0.9714
3889719558,3889721213,0.9842
3889719558,3905303590,0.9907
3889719558,3905306246,0.991
3889719558,3905828137,0.991
3889719558,3905830015,0.9901
3889719558,3906223974,0.9813
3889719558,3906225865,0.973
3889719558,3906226786,0.991
3889719558,3906226817,1.0
3889719558,3906226825,1.0
3889721213,3905303590,0.9878
3889721213,3905306246,0.9824
3889721213,3905828137,0.9824
3889721213,3905830015,0.9816
3889721213,3906223974,0.9728
3889721213,3906225865,0.9581
3889721213,3906226786,0.9824
3889721213,3906226817,0.9842
3889721213,3906226825,0.9842
3904365382,3906224901,0.9663
3905303590,3905306246,0.9889
3905303590,3905828137,0.9889
3905303590,3905830015,0.9881
3905303590,3906223974,0.9793
3905303590,3906225865,0.9645
3905303590,3906226786,0.9889
3905303590,3906226817,0.9907
3905303590,3906226825,0.9907
3905303591,3905305245,0.9645
3905303591,3905306245,0.98
3905303591,3905824560,0.9502
3905303591,3906224885,0.9911
3905305208,3906223974,0.9599
3905305208,3906225933,0.9731
3905305245,3905306245,0.9841
3905305245,3905824560,0.9856
3905305245,3906224885,0.9692
3905306245,3905824560,0.9695
3905306245,3905825377,0.962
3905306245,3906224885,0.9849
3905306246,3905828137,1.0
3905306246,3905830015,0.9884
3905306246,3906223974,0.9796
3905306246,3906225865,0.9648
3905306246,3906226786,0.9892
3905306246,3906226817,0.991
3905306246,3906226825,0.991
3905822706,3906223979,0.9763
3905822706,3906224854,0.9785
3905824560,3906224885,0.9549
3905828137,3905830015,0.9884
3905828137,3906223974,0.9796
3905828137,3906225865,0.9648
3905828137,3906226786,0.9892
3905828137,3906226817,0.991
3905828137,3906226825,0.991
3905830015,3906223974,0.9787
3905830015,3906225865,0.9639
3905830015,3906226786,0.9884
3905830015,3906226817,0.9901
3905830015,3906226825,0.9901
3906223957,3906223998,0.9751
3906223957,3906225901,0.9808
3906223957,3906227891,0.9646
3906223974,3906225865,0.9572
3906223974,3906226786,0.9796
3906223974,3906226817,0.9813
3906223974,3906226825,0.9813
3906223979,3906224854,0.9765
3906223998,3906225901,0.9559
3906223998,3906227891,0.954
3906224977,3906228570,0.9544
3906224977,3906229456,0.9601
3906225865,3906226786,0.9648
3906225865,3906226817,0.973
3906225865,3906226825,0.973
3906225901,3906227891,0.9838
3906226786,3906226817,0.991
3906226786,3906226825,0.991
3906226817,3906226825,1.0
3906226890,3906227813,0.9577
3906226897,3906229343,0.9619
3906227808,3906227841,0.9914
3906227808,3906231003,0.9711
3906227841,3906231003,0.9798
3906228570,3906229456,0.9749
3884849941,3884851752,0.9927
3884852697,3900962550,0.9582
3884852697,3902866730,0.9878
3884852707,3886478598,1.0
3886475762,3886871721,0.984
3886475767,3886477777,0.9987
3886475767,3902866732,0.9509
3891804005,3901962595,0.9716
3900962554,3900963394,0.9808
3900963384,3901961703,0.9841
3900963384,3901962592,0.9798
3901960678,3901967246,0.9744
3901961703,3901962592,0.9958
3901964453,3901967254,0.9504
3901964453,3902867525,0.9603
3901965445,3901965446,0.9876
3901967254,3902867525,0.9848
3888934519,3905293691,0.972
3895535829,3895539588,0.9737
3895535829,3905374012,0.9848
3895539588,3905374012,0.9768
3901697400,3901698353,0.9796
3905297357,3905298254,0.9932
3905297357,3905299206,0.9904
3905298254,3905299206,0.9972
3887887864,3887889782,1.0
3887887864,3887890766,1.0
3887887864,3887892613,1.0
3887887864,3887892654,0.9946
3887887864,3887893478,1.0
3887887864,3905664901,0.9742
3887887864,3905664904,0.9746
3887887864,3905665828,0.9746
3887887864,3905665829,0.9746
3887887864,3905666659,0.9742
3887887864,3905666665,0.9737
3887887864,3905666666,0.9737
3887887864,3905667587,0.9742
3887887864,3905667593,0.9737
3887887864,3905669404,0.9721
3887887864,3905670224,0.9746
3887887869,3887892616,1.0
3887887869,3887893482,1.0
3887887869,3887894336,1.0
3887887879,3887893493,1.0
3887887882,3887888880,1.0
3887887882,3887890775,1.0
3887887882,3887892624,1.0
3887888860,3887891699,1.0
3887888860,3887894325,1.0
3887888869,3887890767,1.0
3887888869,3887894332,1.0
3887888872,3887893483,1.0
3887888880,3887890775,1.0
3887888880,3887892624,1.0
3887888906,3887892650,0.9981
3887888906,3887894369,0.9981
3887889771,3887890762,1.0
3887889782,3887890766,1.0
3887889782,3887892613,1.0
3887889782,3887892654,0.9946
3887889782,3887893478,1.0
3887889782,3905664901,0.9742
3887889782,3905664904,0.9746
3887889782,3905665828,0.9746
3887889782,3905665829,0.9746
3887889782,3905666659,0.9742
3887889782,3905666665,0.9737
3887889782,3905666666,0.9737
3887889782,3905667587,0.9742
3887889782,3905667593,0.9737
3887889782,3905669404,0.9721
3887889782,3905670224,0.9746
3887889793,3887890783,1.0
3887889796,3887890771,1.0
3887889796,3887891714,1.0
3887889796,3887892620,1.0
3887890766,3887892613,1.0
3887890766,3887892654,0.9946
3887890766,3887893478,1.0
3887890766,3905664901,0.9742
3887890766,3905664904,0.9746
3887890766,3905665828,0.9746
3887890766,3905665829,0.9746
3887890766,3905666659,0.9742
3887890766,3905666665,0.9737
3887890766,3905666666,0.9737
3887890766,3905667587,0.9742
3887890766,3905667593,0.9737
3887890766,3905669404,0.9721
3887890766,3905670224,0.9746
3887890767,3887894332,1.0
3887890771,3887891714,1.0
3887890771,3887892620,1.0
3887890775,3887892624,1.0
3887891699,3887894325,1.0
3887891711,3887891712,1.0
3887891714,3887892620,1.0
3887891727,3887892634,1.0
3887891727,3887892638,1.0
3887891727,3887893503,0.9974
3887892608,3887894329,1.0
3887892613,3887892654,0.9946
3887892613,3887893478,1.0
3887892613,3905664901,0.9742
3887892613,3905664904,0.9746
3887892613,3905665828,0.9746
3887892613,3905665829,0.9746
3887892613,3905666659,0.9742
3887892613,3905666665,0.9737
3887892613,3905666666,0.9737
3887892613,3905667587,0.9742
3887892613,3905667593,0.9737
3887892613,3905669404,0.9721
3887892613,3905670224,0.9746
3887892616,3887893482,1.0
3887892616,3887894336,1.0
3887892618,3887894338,1.0
3887892634,3887892638,1.0
3887892634,3887893503,0.9974
3887892638,3887893503,0.9974
3887892650,3887894369,1.0
3887892654,3887893478,0.9946
3887892654,3905664901,0.974
3887892654,3905664904,0.9745
3887892654,3905665828,0.9745
3887892654,3905665829,0.9745
3887892654,3905666659,0.974
3887892654,3905666665,0.9736
3887892654,3905666666,0.9736
3887892654,3905667587,0.974
3887892654,3905667593,0.9736
3887892654,3905669404,0.972
3887892654,3905670224,0.9745
3887893478,3905664901,0.9742
3887893478,3905664904,0.9746
3887893478,3905665828,0.9746
3887893478,3905665829,0.9746
3887893478,3905666659,0.9742
3887893478,3905666665,0.9737
3887893478,3905666666,0.9737
3887893478,3905667587,0.9742
3887893478,3905667593,0.9737
3887893478,3905669404,0.9721
3887893478,3905670224,0.9746
3887893482,3887894336,1.0
3888944895,3888948335,1.0
3888944895,3888949145,1.0
3888944895,3888949146,1.0
3888944905,3888946542,1.0
3888944905,3888946545,1.0
3888944905,3888947455,0.9983
3888944905,3888951080,1.0
3888944905,3888951082,1.0
3888944908,3888946543,1.0
3888944908,3888947458,1.0
3888944908,3888950140,1.0
3888946542,3888946545,1.0
3888946542,3888947455,0.9983
3888946542,3888951080,1.0
3888946542,3888951082,1.0
3888946543,3888947458,1.0
3888946543,3888950140,1.0
3888946545,3888947455,0.9983
3888946545,3888951080,1.0
3888946545,3888951082,1.0
3888947434,3888950143,1.0
3888947441,3888951071,1.0
3888947455,3888951080,0.9983
3888947455,3888951082,0.9983
3888947458,3888950140,1.0
3888948335,3888949145,1.0
3888948335,3888949146,1.0
3888949145,3888949146,1.0
3888951080,3888951082,1.0
3889425945,3889425946,1.0
3889425945,3889431221,1.0
3889425945,3889432050,1.0
3889425946,3889431221,1.0
3889425946,3889432050,1.0
3889428457,3889430308,0.9929
3889428457,3895549336,0.9644
3889428457,3906229258,0.9553
3889428458,3889432051,1.0
3889430308,3895549336,0.9644
3889430308,3906229258,0.9553
3889431221,3889432050,1.0
3895545804,3895546811,1.0
3895545804,3895548440,1.0
3895545804,3895550384,1.0
3895545821,3895549328,1.0
3895545821,3895550400,1.0
3895546791,3895547786,0.9992
3895546791,3895547787,0.9992
3895546791,3895547788,0.9992
3895546791,3895547789,0.9992
3895546791,3895548422,0.9992
3895546791,3895552050,0.9992
3895546803,3895550373,1.0
3895546811,3895548440,1.0
3895546811,3895550384,1.0
3895546828,3895546836,1.0
3895546828,3895547820,1.0
3895546829,3895550395,1.0
3895546829,3895550402,1.0
3895546829,3895551074,1.0
3895546829,3895552082,1.0
3895546836,3895547820,1.0
3895547786,3895547787,1.0
3895547786,3895547788,1.0
3895547786,3895547789,1.0
3895547786,3895548422,1.0
3895547786,3895552050,1.0
3895547787,3895547788,1.0
3895547787,3895547789,1.0
3895547787,3895548422,1.0
3895547787,3895552050,1.0
3895547788,3895547789,1.0
3895547788,3895548422,1.0
3895547788,3895552050,1.0
3895547789,3895548422,1.0
3895547789,3895552050,1.0
3895547793,3895547836,1.0
3895547793,3895548427,1.0
3895547793,3895550369,1.0
3895547808,3895548445,1.0
3895547808,3895550385,1.0
3895547836,3895548427,1.0
3895547836,3895550369,1.0
3895548422,3895552050,1.0
3895548427,3895550369,1.0
3895548440,3895550384,1.0
3895548445,3895550385,1.0
3895549328,3895550400,1.0
3895550363,3895552048,1.0
3895550395,3895550402,1.0
3895550395,3895551074,1.0
3895550395,3895552082,1.0
3895550402,3895551074,1.0
3895550402,3895552082,1.0
3895551074,3895552082,1.0
3904360957,3904361483,1.0
3904360957,3904365323,1.0
3904360960,3904361488,1.0
3904360960,3904367008,1.0
3904360960,3904368003,1.0
3904360960,3904368005,1.0
3904360963,3904361494,1.0
3904360963,3904364381,1.0
3904360963,3904366053,1.0
3904360963,3904366054,1.0
3904360969,3904362405,1.0
3904361475,3904361478,1.0
3904361483,3904365323,1.0
3904361488,3904367008,1.0
3904361488,3904368003,1.0
3904361488,3904368005,1.0
3904361494,3904364381,1.0
3904361494,3904366053,1.0
3904361494,3904366054,1.0
3904362395,3904363387,1.0
3904362400,3904365329,1.0
3904362400,3904365338,1.0
3904362406,3904365339,1.0
3904363388,3904365340,0.9865
3904363388,3905667650,0.9969
3904363394,3904364384,1.0
3904363394,3904365337,1.0
3904363394,3904366059,1.0
3904364381,3904366053,1.0
3904364381,3904366054,1.0
3904364384,3904365337,1.0
3904364384,3904366059,1.0
3904364386,3904364387,0.9615
3904364386,3904368002,0.9615
3904364386,3905301633,0.9511
3904364386,3905305242,0.9508
3904364386,3905305244,0.9633
3904364386,3905306174,0.9511
3904364386,3905306177,0.9633
3904364387,3904368002,1.0
3904364387,3905301633,0.9696
3904364387,3905305242,0.9692
3904364387,3905305244,0.9911
3904364387,3905306174,0.9696
3904364387,3905306177,0.9911
3904365329,3904365338,1.0
3904365337,3904366059,1.0
3904365340,3905667650,0.9875
3904366053,3904366054,1.0
3904367008,3904368003,1.0
3904367008,3904368005,1.0
3904367011,3904953764,1.0
3904368002,3905301633,0.9696
3904368002,3905305242,0.9692
3904368002,3905305244,0.9911
3904368002,3905306174,0.9696
3904368002,3905306177,0.9911
3904368003,3904368005,1.0
3905300929,3905301621,1.0
3905300929,3905302526,1.0
3905301621,3905302526,1.0
3905301633,3905305242,0.9947
3905301633,3905305244,0.9653
3905301633,3905306174,1.0
3905301633,3905306177,0.9653
3905301637,3905305249,1.0
3905301637,3905308041,1.0
3905302523,3905303506,1.0
3905302523,3905303542,1.0
3905302538,3905306186,1.0
3905303506,3905303542,1.0
3905303509,3905304254,1.0
3905303509,3905305233,1.0
3905303509,3905306169,1.0
3905303595,3905307125,1.0
3905303595,3905308094,1.0
3905304254,3905305233,1.0
3905304254,3905306169,1.0
3905305233,3905306169,1.0
3905305242,3905305244,0.9649
3905305242,3905306174,0.9947
3905305242,3905306177,0.9649
3905305244,3905306174,0.9653
3905305244,3905306177,0.9946
3905305249,3905308041,1.0
3905306174,3905306177,0.9653
3905306178,3905308040,1.0
3905307125,3905308094,1.0
3905370998,3905372691,1.0
3905371973,3905374374,1.0
3905372687,3905372688,1.0
3905372687,3905372690,1.0
3905372688,3905372690,1.0
3905372694,3905376294,1.0
3905374377,3905375270,1.0
3905374377,3905376305,1.0
3905375270,3905376305,1.0
3905375273,3905378073,1.0
3905375273,3905378074,1.0
3905378073,3905378074,1.0
3905664901,3905664904,0.9944
3905664901,3905665828,0.9944
3905664901,3905665829,0.9944
3905664901,3905666659,1.0
3905664901,3905666665,0.9875
3905664901,3905666666,0.9875
3905664901,3905667587,1.0
3905664901,3905667593,0.9875
3905664901,3905669404,0.9887
3905664901,3905670224,0.9944
3905664904,3905665828,1.0
3905664904,3905665829,1.0
3905664904,3905666659,0.9944
3905664904,3905666665,0.9899
3905664904,3905666666,0.9899
3905664904,3905667587,0.9944
3905664904,3905667593,0.9899
3905664904,3905669404,0.9879
3905664904,3905670224,1.0
3905665828,3905665829,1.0
3905665828,3905666659,0.9944
3905665828,3905666665,0.9899
3905665828,3905666666,0.9899
3905665828,3905667587,0.9944
3905665828,3905667593,0.9899
3905665828,3905669404,0.9879
3905665828,3905670224,1.0
3905665829,3905666659,0.9944
3905665829,3905666665,0.9899
3905665829,3905666666,0.9899
3905665829,3905667587,0.9944
3905665829,3905667593,0.9899
3905665829,3905669404,0.9879
3905665829,3905670224,1.0
3905666659,3905666665,0.9875
3905666659,3905666666,0.9875
3905666659,3905667587,1.0
3905666659,3905667593,0.9875
3905666659,3905669404,0.9887
3905666659,3905670224,0.9944
3905666665,3905666666,1.0
3905666665,3905667587,0.9875
3905666665,3905667593,1.0
3905666665,3905669404,0.9824
3905666665,3905670224,0.9899
3905666666,3905667587,0.9875
3905666666,3905667593,1.0
3905666666,3905669404,0.9824
3905666666,3905670224,0.9899
3905667587,3905667593,0.9875
3905667587,3905669404,0.9887
3905667587,3905670224,0.9944
3905667593,3905669404,0.9824
3905667593,3905670224,0.9899
3905669404,3905670224,0.9879
3906223868,3906223870,1.0
3906224788,3906226677,1.0
3906224788,3906228420,1.0
3906224788,3906230169,1.0
3906224790,3906228424,1.0
3906224793,3906225780,1.0
3906224793,3906226678,1.0
3906225780,3906226678,1.0
3906225781,3906230172,1.0
3906225790,3906229262,1.0
3906226677,3906228420,1.0
3906226677,3906230169,1.0
3906226692,3906227726,0.9991
3906226692,3906230177,1.0
3906227726,3906230177,0.9991
3906228420,3906230169,1.0
3901986087,3901986088,0.9704
3904502944,3904504823,0.9721
3904502944,3904506949,0.9934
3904502944,3904509678,0.9918
3904502944,3904512192,0.993
3904504823,3904506949,0.9719
3904504823,3904509678,0.9704
3904504823,3904512192,0.9715
3904506949,3904509678,0.9916
3904506949,3904512192,0.9928
3904509678,3904512192,0.9912
3894865865,3894865867,0.9832
3887571966,3887573499,1.0
3887571966,3887578042,1.0
3887573499,3887578042,1.0
3902731955,3902731959,1.0
3902731955,3902732950,1.0
3902731955,3902734748,1.0
3902731955,3902735669,1.0
3902731959,3902732950,1.0
3902731959,3902734748,1.0
3902731959,3902735669,1.0
3902731963,3903822828,0.9937
3902731971,3902736531,1.0
3902731971,3902736565,1.0
3902731971,3902737305,1.0
3902731982,3902732953,0.9909
3902732950,3902734748,1.0
3902732950,3902735669,1.0
3902733891,3903826181,0.996
3902734748,3902735669,1.0
3902736531,3902736565,1.0
3902736531,3902737305,1.0
3902736534,3902736536,1.0
3902736534,3902738281,1.0
3902736535,3902740019,1.0
3902736536,3902738281,1.0
3902736565,3902737305,1.0
3903821894,3903823788,1.0
3903821894,3903824603,1.0
3903821899,3903826177,1.0
3903821899,3903826189,1.0
3903821899,3903828015,1.0
3903821905,3903824615,0.9965
3903821939,3903824580,1.0
3903822829,3903828003,1.0
3903822840,3903824579,1.0
3903822840,3903827021,1.0
3903823788,3903824603,1.0
3903824579,3903827021,1.0
3903824642,3903826205,1.0
3903824647,3903827029,1.0
3903824647,3903828001,1.0
3903826177,3903826189,1.0
3903826177,3903828015,1.0
3903826189,3903828015,1.0
3903827029,3903828001,1.0
3903874911,3903878666,1.0
3903874911,3903880524,1.0
3903874911,3903880525,1.0
3903874918,3903879657,1.0
3903874918,3903880527,1.0
3903874918,3903881379,1.0
3903875931,3903875950,1.0
3903875931,3903880533,1.0
3903875936,3903876857,1.0
3903875936,3903878662,1.0
3903875936,3903879654,1.0
3903875950,3903880533,1.0
3903876857,3903878662,1.0
3903876857,3903879654,1.0
3903876858,3904706098,0.9884
3903876865,3903878661,1.0
3903876865,3903878684,1.0
3903876865,3903879663,1.0
3903876870,3903879653,1.0
3903878661,3903878684,1.0
3903878661,3903879663,1.0
3903878662,3903879654,1.0
3903878666,3903880524,1.0
3903878666,3903880525,1.0
3903878684,3903879663,1.0
3903879657,3903880527,1.0
3903879657,3903881379,1.0
3903880524,3903880525,1.0
3903880527,3903881379,1.0
3904700939,3904704642,1.0
3904702786,3904705661,1.0
3904702808,3904703642,1.0
3904703657,3904705691,1.0
3904705655,3904705657,1.0
3904705655,3904705668,1.0
3904705657,3904705668,1.0
3903474563,3904004914,0.991
3884919557,3884919679,0.9786
3894548580,3894554096,0.9732
3894550540,3894551520,0.9666
3900078905,3900084013,1.0
3900079681,3900080551,0.9681
3901342736,3902784900,0.9701
3894876539,3904388937,1.0
3905338382,3905340228,0.9776
3904393059,3904394001,0.966
3904996570,3904998440,0.9851
3906249973,3906254416,0.9513
3895268980,3895270855,0.9864
3895274480,3895275234,0.9794
3905296501,3905296506,0.9753
3885854978,3885856852,1.0
3887910762,3887915140,0.974
3905297883,3905299759,0.9954
3889113601,3905333503,0.973
3889113601,3906253471,0.9732
3905333503,3906253471,0.9946
3905375435,3905376471,0.9749
3905375435,3905378249,0.9702
3905376471,3905378249,0.9761
3904416726,3904420422,0.9732
3904416726,3904422265,0.9637
3904416726,3904422268,0.9618
3904420422,3904420423,0.9556
3904420422,3904422265,0.9738
3904420422,3904422268,0.9667
3904422265,3904422268,0.9557
3905366246,3905367211,0.9802
3905366246,3905368052,0.9811
3905366246,3905647847,0.9807
3905366246,3905649623,0.9793
3905366246,3905650545,0.9805
3905366246,3905653092,0.9809
3905367211,3905368052,0.9809
3905367211,3905647847,0.9805
3905367211,3905649623,0.9816
3905367211,3905650545,0.9803
3905367211,3905653092,0.9807
3905368052,3905647847,0.984
3905368052,3905649623,0.98
3905368052,3905650545,0.9812
3905368052,3905653092,0.9817
3905647847,3905649623,0.9796
3905647847,3905650545,0.9808
3905647847,3905653092,0.9812
3905649623,3905650545,0.9793
3905649623,3905653092,0.9825
3905650545,3905653092,0.981
3885804884,3894289292,0.9587
3885804884,3904576732,0.979
3885805678,3886215674,0.9512
3885805688,3894286624,0.9804
3885806684,3894286606,0.969
3885806695,3902781841,0.9649
3885806695,3902784442,0.9614
3894284854,3894542985,0.9725
3894286621,3902781841,0.9582
3894289292,3904576732,0.9774
3894290303,3904574880,0.9623
3902780915,3902780924,0.9525
3902781841,3902783521,0.9657
3902781841,3902784442,0.9746
3902783521,3902784442,0.9559
3904577577,3904577582,0.9875
3887886766,3887888323,0.9874
3887886766,3905368997,0.9766
3887886766,3906224828,0.992
3887887349,3887892040,0.9611
3887887349,3888939838,0.961
3887887349,3888943505,0.9564
3887887349,3895542842,0.9573
3887887349,3905298864,0.9639
3887887349,3905301452,0.9685
3887887349,3905304092,0.966
3887887349,3905370935,0.9599
3887887349,3905886161,0.9631
3887887349,3905887063,0.9676
3887887349,3906226725,0.9577
3887887349,3906226727,0.9621
3887887349,3906228475,0.9639
3887887349,3906228476,0.965
3887888322,3887890223,0.9889
3887888322,3905303315,0.982
3887888322,3905304096,0.9685
3887888322,3905306005,0.9856
3887888322,3905372620,0.9877
3887888322,3906228473,0.9718
3887888323,3905368997,0.9776
3887888323,3906224828,0.9889
3887890222,3887892040,0.9532
3887890223,3905303315,0.9833
3887890223,3905304096,0.9709
3887890223,3905306005,0.9869
3887890223,3905372620,0.9916
3887890223,3906228473,0.9646
3887891161,3895543554,0.955
3887891161,3906228475,0.9594
3887892040,3888939838,0.9762
3887892040,3888943505,0.9715
3887892040,3895542842,0.9724
3887892040,3904948927,0.9506
3887892040,3905298864,0.9725
3887892040,3905301452,0.9787
3887892040,3905370935,0.9751
3887892040,3905886161,0.9783
3887892040,3905887063,0.9763
3887892040,3906226725,0.9749
3887892040,3906226727,0.9773
3887892040,3906228475,0.9791
3887892040,3906228476,0.9802
3888938934,3888939841,0.9616
3888938934,3895547309,0.96
3888938934,3904364249,0.9581
3888938934,3905300773,0.9589
3888938934,3905303321,0.9584
3888938934,3905374310,0.9513
3888938934,3906223917,0.9594
3888938934,3906225822,0.9579
3888938934,3906225824,0.9588
3888938934,3906228481,0.9589
3888938934,3906229302,0.9568
3888939838,3888943505,0.9715
3888939838,3895542842,0.9723
3888939838,3904948927,0.9506
3888939838,3905298864,0.9724
3888939838,3905301452,0.9861
3888939838,3905370935,0.9824
3888939838,3905886161,0.9782
3888939838,3905887063,0.9762
3888939838,3906226725,0.9709
3888939838,3906226727,0.9772
3888939838,3906228475,0.979
3888939838,3906228476,0.9876
3888939840,3906225823,0.9811
3888939840,3906226726,0.961
3888939841,3888939844,0.9541
3888939841,3895547309,0.9878
3888939841,3904364249,0.9858
3888939841,3905300773,0.9867
3888939841,3905303321,0.9862
3888939841,3905374310,0.9742
3888939841,3906223916,0.9633
3888939841,3906223917,0.9871
3888939841,3906225820,0.9643
3888939841,3906225822,0.9856
3888939841,3906225824,0.9866
3888939841,3906228474,0.9661
3888939841,3906228478,0.9695
3888939841,3906228481,0.9867
3888939841,3906229302,0.9845
3888939842,3895541817,0.9657
3888939842,3906226728,0.9664
3888939844,3895547309,0.9576
3888939844,3904364249,0.9557
3888939844,3905300773,0.9566
