job_id,skill_abr,skill_name,skill_clean
3884440280,OTHR,Other,other
3887838659,HCPR,Health Care Provider,health_care_provider
3885808776,IT,Information Technology,information_technology
3885812123,IT,Information Technology,information_technology
3885807664,IT,Information Technology,information_technology
3887841114,HCPR,Health Care Provider,health_care_provider
3885810554,IT,Information Technology,information_technology
3887838655,HCPR,Health Care Provider,health_care_provider
3884807736,HCPR,Health Care Provider,health_care_provider
3884992270,IT,Information Technology,information_technology
3884992270,CNSL,Consulting,consulting
3884992270,ENG,Engineering,engineering
3884436284,IT,Information Technology,information_technology
3884991604,QA,Quality Assurance,quality_assurance
3884991604,IT,Information Technology,information_technology
3884991604,ENG,Engineering,engineering
3887832873,PRJM,Project Management,project_management
3887832873,MRKT,Marketing,marketing
3887840197,HCPR,Health Care Provider,health_care_provider
3887842029,HCPR,Health Care Provider,health_care_provider
3884810268,EDU,Education,education
3884810268,TRNG,Training,training
3887840146,HCPR,Health Care Provider,health_care_provider
3887477817,ACCT,Accounting/Auditing,accounting_auditing
3887477817,FIN,Finance,finance
3887477817,GENB,General Business,general_business
3887837958,HCPR,Health Care Provider,health_care_provider
3884931731,LGL,Legal,legal
3884805592,IT,Information Technology,information_technology
3884812706,SALE,Sales,sales
3884812706,BD,Business Development,business_development
3885814214,GENB,General Business,general_business
3885814214,ADM,Administrative,administrative
3885814214,CUST,Customer Service,customer_service
3887839184,HCPR,Health Care Provider,health_care_provider
3884440276,ENG,Engineering,engineering
3884440276,IT,Information Technology,information_technology
3885815080,GENB,General Business,general_business
3885815080,ADM,Administrative,administrative
3885815080,CUST,Customer Service,customer_service
3885811850,GENB,General Business,general_business
3885811850,ADM,Administrative,administrative
3885811850,CUST,Customer Service,customer_service
3887836617,HCPR,Health Care Provider,health_care_provider
3887841111,HCPR,Health Care Provider,health_care_provider
3884933136,ACCT,Accounting/Auditing,accounting_auditing
3884933136,FIN,Finance,finance
3885805809,IT,Information Technology,information_technology
3887836947,HCPR,Health Care Provider,health_care_provider
3884809577,HCPR,Health Care Provider,health_care_provider
3887836943,HCPR,Health Care Provider,health_care_provider
3887831873,PRJM,Project Management,project_management
3887831873,MRKT,Marketing,marketing
3884989880,PRJM,Project Management,project_management
3884989880,MGMT,Management,management
3884989880,PRDM,Product Management,product_management
3887839224,HCPR,Health Care Provider,health_care_provider
3884928162,LGL,Legal,legal
3887868069,ENG,Engineering,engineering
3887868069,IT,Information Technology,information_technology
3887842030,HCPR,Health Care Provider,health_care_provider
3884438443,QA,Quality Assurance,quality_assurance
3884921478,LGL,Legal,legal
3884807788,FIN,Finance,finance
3884807788,SALE,Sales,sales
3884807788,CUST,Customer Service,customer_service
3887839231,HCPR,Health Care Provider,health_care_provider
3887841164,HCPR,Health Care Provider,health_care_provider
3887862580,MGMT,Management,management
3887862580,MNFC,Manufacturing,manufacturing
3885812151,IT,Information Technology,information_technology
3887841178,HCPR,Health Care Provider,health_care_provider
3884819774,MGMT,Management,management
3884819774,MNFC,Manufacturing,manufacturing
3884820683,IT,Information Technology,information_technology
3884811171,HR,Human Resources,human_resources
3887865039,SALE,Sales,sales
3887865039,BD,Business Development,business_development
3885817031,GENB,General Business,general_business
3885817031,ADM,Administrative,administrative
3885817031,CUST,Customer Service,customer_service
3884806854,ACCT,Accounting/Auditing,accounting_auditing
3884806854,SALE,Sales,sales
3884818898,OTHR,Other,other
3885352685,GENB,General Business,general_business
3884817961,MGMT,Management,management
3884817961,MNFC,Manufacturing,manufacturing
3884928681,ACCT,Accounting/Auditing,accounting_auditing
3884928681,STRA,Strategy/Planning,strategy_planning
3884928681,BD,Business Development,business_development
3885808742,IT,Information Technology,information_technology
3887840142,HCPR,Health Care Provider,health_care_provider
3884818994,OTHR,Other,other
3885812396,HR,Human Resources,human_resources
3884996014,RSCH,Research,research
3884823114,IT,Information Technology,information_technology
3884917818,GENB,General Business,general_business
3884917818,ADM,Administrative,administrative
3884917818,CUST,Customer Service,customer_service
3887841165,HCPR,Health Care Provider,health_care_provider
3885826228,ACCT,Accounting/Auditing,accounting_auditing
3885826228,FIN,Finance,finance
3885827498,ENG,Engineering,engineering
3887869640,HCPR,Health Care Provider,health_care_provider
3885826582,ACCT,Accounting/Auditing,accounting_auditing
3884820696,MGMT,Management,management
3884820696,MNFC,Manufacturing,manufacturing
3887862573,SALE,Sales,sales
3887862573,BD,Business Development,business_development
3887840143,HCPR,Health Care Provider,health_care_provider
3887875969,IT,Information Technology,information_technology
3884824095,IT,Information Technology,information_technology
3887834975,HCPR,Health Care Provider,health_care_provider
3885826573,ENG,Engineering,engineering
3885811410,IT,Information Technology,information_technology
3885827485,ACCT,Accounting/Auditing,accounting_auditing
3885827477,MGMT,Management,management
3885827477,MNFC,Manufacturing,manufacturing
3884822314,MGMT,Management,management
3884822314,MNFC,Manufacturing,manufacturing
3887883668,MGMT,Management,management
3887883668,MNFC,Manufacturing,manufacturing
3887882220,MGMT,Management,management
3887882220,MNFC,Manufacturing,manufacturing
3885827511,ACCT,Accounting/Auditing,accounting_auditing
3887892629,FIN,Finance,finance
3887892629,SALE,Sales,sales
3887834974,HCPR,Health Care Provider,health_care_provider
3887885409,MGMT,Management,management
3887885409,MNFC,Manufacturing,manufacturing
3885828046,PRJM,Project Management,project_management
3885828046,IT,Information Technology,information_technology
3885810454,IT,Information Technology,information_technology
3887888881,FIN,Finance,finance
3887888881,SALE,Sales,sales
3884828731,ENG,Engineering,engineering
3884828731,IT,Information Technology,information_technology
3884824756,SALE,Sales,sales
3884824756,BD,Business Development,business_development
3885824657,PRJM,Project Management,project_management
3885824657,IT,Information Technology,information_technology
3884835229,ENG,Engineering,engineering
3884835229,IT,Information Technology,information_technology
3887883684,OTHR,Other,other
3887894639,ENG,Engineering,engineering
3887894639,IT,Information Technology,information_technology
3884946155,MRKT,Marketing,marketing
3885826579,ENG,Engineering,engineering
3885826633,MGMT,Management,management
3885826633,MNFC,Manufacturing,manufacturing
3884825049,OTHR,Other,other
3885807706,IT,Information Technology,information_technology
3885827507,ACCT,Accounting/Auditing,accounting_auditing
3885827472,ENG,Engineering,engineering
3887891706,LGL,Legal,legal
3885827114,PRJM,Project Management,project_management
3885827114,IT,Information Technology,information_technology
3884824745,SALE,Sales,sales
3884824745,BD,Business Development,business_development
3887889762,IT,Information Technology,information_technology
3887889762,ENG,Engineering,engineering
3885828018,ACCT,Accounting/Auditing,accounting_auditing
3887891791,HCPR,Health Care Provider,health_care_provider
3885822769,ACCT,Accounting/Auditing,accounting_auditing
3885826570,ENG,Engineering,engineering
3888009438,HCPR,Health Care Provider,health_care_provider
3885828022,MGMT,Management,management
3885828022,MNFC,Manufacturing,manufacturing
3887841183,HCPR,Health Care Provider,health_care_provider
3887837969,HCPR,Health Care Provider,health_care_provider
3888008606,HCPR,Health Care Provider,health_care_provider
3888004873,HCPR,Health Care Provider,health_care_provider
3884829108,SALE,Sales,sales
3884829108,BD,Business Development,business_development
3885824660,ENG,Engineering,engineering
3888004874,HCPR,Health Care Provider,health_care_provider
3887831804,HCPR,Health Care Provider,health_care_provider
3885826667,MGMT,Management,management
3885826667,MNFC,Manufacturing,manufacturing
3887887880,IT,Information Technology,information_technology
3887887880,ENG,Engineering,engineering
3885823697,ACCT,Accounting/Auditing,accounting_auditing
3884822435,OTHR,Other,other
3887882676,MGMT,Management,management
3887882676,MNFC,Manufacturing,manufacturing
3887892598,FIN,Finance,finance
3887892598,SALE,Sales,sales
3884830888,IT,Information Technology,information_technology
3885811464,IT,Information Technology,information_technology
3885822783,ACCT,Accounting/Auditing,accounting_auditing
3885826577,IT,Information Technology,information_technology
3887888868,LGL,Legal,legal
3884825050,OTHR,Other,other
3887887889,FIN,Finance,finance
3887887889,SALE,Sales,sales
3885827474,MGMT,Management,management
3885811371,IT,Information Technology,information_technology
3887884012,MGMT,Management,management
3887884012,MNFC,Manufacturing,manufacturing
3884820689,MGMT,Management,management
3884820689,MNFC,Manufacturing,manufacturing
3885826581,MGMT,Management,management
3885826581,MNFC,Manufacturing,manufacturing
3885823641,ENG,Engineering,engineering
3885823641,IT,Information Technology,information_technology
3884435209,ACCT,Accounting/Auditing,accounting_auditing
3884435209,FIN,Finance,finance
3885843339,MGMT,Management,management
3885843339,MNFC,Manufacturing,manufacturing
3888010284,HCPR,Health Care Provider,health_care_provider
3888010302,HCPR,Health Care Provider,health_care_provider
3888003906,HCPR,Health Care Provider,health_care_provider
3888003922,HCPR,Health Care Provider,health_care_provider
3884836572,ENG,Engineering,engineering
3884836572,IT,Information Technology,information_technology
3885840479,PRJM,Project Management,project_management
3885840479,IT,Information Technology,information_technology
3887888957,HCPR,Health Care Provider,health_care_provider
3888005806,HCPR,Health Care Provider,health_care_provider
3884851550,EDU,Education,education
3884851550,TRNG,Training,training
3884933455,PRJM,Project Management,project_management
3884933455,IT,Information Technology,information_technology
3884854203,EDU,Education,education
3884854203,TRNG,Training,training
3884847905,EDU,Education,education
3884847905,TRNG,Training,training
3884835230,ENG,Engineering,engineering
3884835230,IT,Information Technology,information_technology
3887892600,FIN,Finance,finance
3887892600,SALE,Sales,sales
3887887872,FIN,Finance,finance
3887887872,SALE,Sales,sales
3884848882,EDU,Education,education
3884848882,TRNG,Training,training
3885840698,SALE,Sales,sales
3885840698,BD,Business Development,business_development
3884854217,EDU,Education,education
3884854217,TRNG,Training,training
3884824088,IT,Information Technology,information_technology
3885826572,MGMT,Management,management
3885826572,MNFC,Manufacturing,manufacturing
3885825604,MGMT,Management,management
3885825604,MNFC,Manufacturing,manufacturing
3885851381,HCPR,Health Care Provider,health_care_provider
3884854191,EDU,Education,education
3884854191,TRNG,Training,training
3887893460,ENG,Engineering,engineering
3887893460,IT,Information Technology,information_technology
3885842422,ENG,Engineering,engineering
3885842422,IT,Information Technology,information_technology
3888007706,HCPR,Health Care Provider,health_care_provider
3884933157,ACCT,Accounting/Auditing,accounting_auditing
3884933157,FIN,Finance,finance
3884933157,ANLS,Analyst,analyst
3884842952,EDU,Education,education
3884842952,TRNG,Training,training
3887893466,FIN,Finance,finance
3887893466,SALE,Sales,sales
3888006747,HCPR,Health Care Provider,health_care_provider
3884848848,EDU,Education,education
3884848848,TRNG,Training,training
3884854167,EDU,Education,education
3884854167,TRNG,Training,training
3885853779,BD,Business Development,business_development
3885853779,SALE,Sales,sales
3885854677,ACCT,Accounting/Auditing,accounting_auditing
3885854677,FIN,Finance,finance
3884850714,EDU,Education,education
3884850714,TRNG,Training,training
3885843319,IT,Information Technology,information_technology
3888005809,HCPR,Health Care Provider,health_care_provider
3885837778,QA,Quality Assurance,quality_assurance
3885823684,ENG,Engineering,engineering
3885823684,IT,Information Technology,information_technology
3884825596,SALE,Sales,sales
3884825596,BD,Business Development,business_development
3885858446,ACCT,Accounting/Auditing,accounting_auditing
3885858446,FIN,Finance,finance
3885842561,ACCT,Accounting/Auditing,accounting_auditing
3885842561,FIN,Finance,finance
3885824680,ACCT,Accounting/Auditing,accounting_auditing
3885857235,OTHR,Other,other
3884919080,IT,Information Technology,information_technology
3884919080,OTHR,Other,other
3887713592,MGMT,Management,management
3887713592,MNFC,Manufacturing,manufacturing
3884848840,EDU,Education,education
3884848840,TRNG,Training,training
3885821986,MGMT,Management,management
3885821986,MNFC,Manufacturing,manufacturing
3888015050,RSCH,Research,research
3888015050,ANLS,Analyst,analyst
3888015050,IT,Information Technology,information_technology
3885859487,IT,Information Technology,information_technology
3885859487,ENG,Engineering,engineering
3885855308,IT,Information Technology,information_technology
3884854210,EDU,Education,education
3884854210,TRNG,Training,training
3888020831,OTHR,Other,other
3885855533,ACCT,Accounting/Auditing,accounting_auditing
3885855533,FIN,Finance,finance
3884818897,MGMT,Management,management
3884818897,MNFC,Manufacturing,manufacturing
3884847908,EDU,Education,education
3884847908,TRNG,Training,training
3888007700,HCPR,Health Care Provider,health_care_provider
3884819899,OTHR,Other,other
3885853946,ACCT,Accounting/Auditing,accounting_auditing
3885853946,FIN,Finance,finance
3887887955,HCPR,Health Care Provider,health_care_provider
3884849758,EDU,Education,education
3884849758,TRNG,Training,training
3885838803,ACCT,Accounting/Auditing,accounting_auditing
3885838803,FIN,Finance,finance
3885839478,ACCT,Accounting/Auditing,accounting_auditing
3885839478,FIN,Finance,finance
3884853314,EDU,Education,education
3884853314,TRNG,Training,training
3885857541,ACCT,Accounting/Auditing,accounting_auditing
3885857541,FIN,Finance,finance
3885836904,HCPR,Health Care Provider,health_care_provider
3885866714,SALE,Sales,sales
3885866714,BD,Business Development,business_development
3884936872,SALE,Sales,sales
3884936872,BD,Business Development,business_development
3885853945,ACCT,Accounting/Auditing,accounting_auditing
3885853945,FIN,Finance,finance
3887837913,HCPR,Health Care Provider,health_care_provider
3885837772,ACCT,Accounting/Auditing,accounting_auditing
3885837772,FIN,Finance,finance
3884847913,EDU,Education,education
3884847913,TRNG,Training,training
3884852527,EDU,Education,education
3884852527,TRNG,Training,training
3884833020,ENG,Engineering,engineering
3884833020,IT,Information Technology,information_technology
3884852531,EDU,Education,education
3884852531,TRNG,Training,training
3884848890,EDU,Education,education
3884848890,TRNG,Training,training
3885823647,MGMT,Management,management
3885860817,SALE,Sales,sales
3885860817,BD,Business Development,business_development
3885856348,ACCT,Accounting/Auditing,accounting_auditing
3885856348,FIN,Finance,finance
3884841948,OTHR,Other,other
3887888894,FIN,Finance,finance
3887888894,SALE,Sales,sales
3888005811,HCPR,Health Care Provider,health_care_provider
3887891692,FIN,Finance,finance
3887891692,SALE,Sales,sales
3888009426,HCPR,Health Care Provider,health_care_provider
3885826569,ACCT,Accounting/Auditing,accounting_auditing
3888010285,HCPR,Health Care Provider,health_care_provider
3885859481,FIN,Finance,finance
3885859481,SALE,Sales,sales
3885841434,ACCT,Accounting/Auditing,accounting_auditing
3885841434,FIN,Finance,finance
3885836836,IT,Information Technology,information_technology
3885828026,PRJM,Project Management,project_management
3885828026,IT,Information Technology,information_technology
3884851565,EDU,Education,education
3884851565,TRNG,Training,training
3885841439,ACCT,Accounting/Auditing,accounting_auditing
3885841439,FIN,Finance,finance
3884823115,MGMT,Management,management
3884823115,MNFC,Manufacturing,manufacturing
3884837292,ENG,Engineering,engineering
3884837292,IT,Information Technology,information_technology
3884824090,MGMT,Management,management
3884824090,MNFC,Manufacturing,manufacturing
3885858451,ACCT,Accounting/Auditing,accounting_auditing
3885858451,FIN,Finance,finance
3884852494,EDU,Education,education
3884852494,TRNG,Training,training
3888008614,HCPR,Health Care Provider,health_care_provider
3885838582,ENG,Engineering,engineering
3885838582,IT,Information Technology,information_technology
3885855628,IT,Information Technology,information_technology
3885855628,ENG,Engineering,engineering
3884854171,EDU,Education,education
3884854171,TRNG,Training,training
3885857340,ACCT,Accounting/Auditing,accounting_auditing
3885857340,FIN,Finance,finance
3885866755,SALE,Sales,sales
3885866755,BD,Business Development,business_development
3885859442,ACCT,Accounting/Auditing,accounting_auditing
3885859442,FIN,Finance,finance
3887894422,HCPR,Health Care Provider,health_care_provider
3885854608,FIN,Finance,finance
3885854608,SALE,Sales,sales
3884854202,EDU,Education,education
3884854202,TRNG,Training,training
3888012297,HCPR,Health Care Provider,health_care_provider
3885853880,ACCT,Accounting/Auditing,accounting_auditing
3885853880,FIN,Finance,finance
3885852911,ACCT,Accounting/Auditing,accounting_auditing
3885852911,FIN,Finance,finance
3885853677,FIN,Finance,finance
3885853677,SALE,Sales,sales
3884831156,ENG,Engineering,engineering
3885837770,ACCT,Accounting/Auditing,accounting_auditing
3885837770,FIN,Finance,finance
3885839474,ENG,Engineering,engineering
3885839474,IT,Information Technology,information_technology
3884853494,BD,Business Development,business_development
3888003901,HCPR,Health Care Provider,health_care_provider
3887882856,ENG,Engineering,engineering
3887882856,IT,Information Technology,information_technology
3888005814,HCPR,Health Care Provider,health_care_provider
3885858734,IT,Information Technology,information_technology
3885858734,ENG,Engineering,engineering
3884824736,SALE,Sales,sales
3884824736,BD,Business Development,business_development
3885852717,ACCT,Accounting/Auditing,accounting_auditing
3885852717,FIN,Finance,finance
3884851526,EDU,Education,education
3884851526,TRNG,Training,training
3884859142,ENG,Engineering,engineering
3884859142,IT,Information Technology,information_technology
3885840583,MGMT,Management,management
3885840583,MNFC,Manufacturing,manufacturing
3885843349,ACCT,Accounting/Auditing,accounting_auditing
3885843349,FIN,Finance,finance
3885868290,SALE,Sales,sales
3885868290,BD,Business Development,business_development
3885828024,ACCT,Accounting/Auditing,accounting_auditing
3885828017,PRJM,Project Management,project_management
3885828017,IT,Information Technology,information_technology
3885809296,SALE,Sales,sales
3885809296,BD,Business Development,business_development
3885809296,MRKT,Marketing,marketing
3888010306,HCPR,Health Care Provider,health_care_provider
3888003879,HCPR,Health Care Provider,health_care_provider
3885828033,ACCT,Accounting/Auditing,accounting_auditing
3885837864,MGMT,Management,management
3885837864,MNFC,Manufacturing,manufacturing
3885838575,ACCT,Accounting/Auditing,accounting_auditing
3885838575,FIN,Finance,finance
3885827478,LGL,Legal,legal
3885826568,ACCT,Accounting/Auditing,accounting_auditing
3885859471,ACCT,Accounting/Auditing,accounting_auditing
3885859471,FIN,Finance,finance
3885837797,PRJM,Project Management,project_management
3885837797,IT,Information Technology,information_technology
3885826571,ACCT,Accounting/Auditing,accounting_auditing
3885853759,FIN,Finance,finance
3885853759,SALE,Sales,sales
3888008603,HCPR,Health Care Provider,health_care_provider
3887891737,FIN,Finance,finance
3887891737,SALE,Sales,sales
3885857531,ACCT,Accounting/Auditing,accounting_auditing
3885857531,FIN,Finance,finance
3884836574,ENG,Engineering,engineering
3884836574,IT,Information Technology,information_technology
3884859141,ENG,Engineering,engineering
3884859141,IT,Information Technology,information_technology
3884848844,EDU,Education,education
3884848844,TRNG,Training,training
3887890785,FIN,Finance,finance
3887890785,SALE,Sales,sales
3887865923,ENG,Engineering,engineering
3887865923,IT,Information Technology,information_technology
3885859401,ACCT,Accounting/Auditing,accounting_auditing
3885859401,FIN,Finance,finance
3887895396,LGL,Legal,legal
3885854473,ACCT,Accounting/Auditing,accounting_auditing
3885854473,FIN,Finance,finance
3888003908,HCPR,Health Care Provider,health_care_provider
3888003875,HCPR,Health Care Provider,health_care_provider
3884853308,EDU,Education,education
3884853308,TRNG,Training,training
3884850719,EDU,Education,education
3884850719,TRNG,Training,training
3885862246,SALE,Sales,sales
3885862246,BD,Business Development,business_development
3885858488,HR,Human Resources,human_resources
3885836848,ENG,Engineering,engineering
3885836848,IT,Information Technology,information_technology
3885865831,SALE,Sales,sales
3885865831,BD,Business Development,business_development
3888006718,HCPR,Health Care Provider,health_care_provider
3884859150,ENG,Engineering,engineering
3884859150,IT,Information Technology,information_technology
3885827146,DSGN,Design,design
3885827146,ART,Art/Creative,art_creative
3885827146,IT,Information Technology,information_technology
3884862024,SALE,Sales,sales
3884862024,BD,Business Development,business_development
3885852897,FIN,Finance,finance
3885852897,SALE,Sales,sales
3887891683,IT,Information Technology,information_technology
3887891683,ENG,Engineering,engineering
3885841442,ACCT,Accounting/Auditing,accounting_auditing
3885841442,FIN,Finance,finance
3887879876,MGMT,Management,management
3887879876,MNFC,Manufacturing,manufacturing
3885859449,HR,Human Resources,human_resources
3884855772,SALE,Sales,sales
3884855772,BD,Business Development,business_development
3887880158,ENG,Engineering,engineering
3887880158,IT,Information Technology,information_technology
3888006736,HCPR,Health Care Provider,health_care_provider
3884847889,EDU,Education,education
3884847889,TRNG,Training,training
3885852900,ACCT,Accounting/Auditing,accounting_auditing
3885852900,FIN,Finance,finance
3888004855,HCPR,Health Care Provider,health_care_provider
3888005802,HCPR,Health Care Provider,health_care_provider
3884856493,ENG,Engineering,engineering
3884856493,IT,Information Technology,information_technology
3887889772,FIN,Finance,finance
3887889772,SALE,Sales,sales
3887890868,HCPR,Health Care Provider,health_care_provider
3885859400,FIN,Finance,finance
3885859400,SALE,Sales,sales
3888010298,HCPR,Health Care Provider,health_care_provider
3885826592,MGMT,Management,management
3885826592,MNFC,Manufacturing,manufacturing
3885839696,MGMT,Management,management
3885839696,MNFC,Manufacturing,manufacturing
3884833592,HCPR,Health Care Provider,health_care_provider
3884853262,EDU,Education,education
3884853262,TRNG,Training,training
3884861218,SALE,Sales,sales
3884861218,BD,Business Development,business_development
3888006722,HCPR,Health Care Provider,health_care_provider
3888010295,HCPR,Health Care Provider,health_care_provider
3884848846,EDU,Education,education
3884848846,TRNG,Training,training
3884854209,EDU,Education,education
3884854209,TRNG,Training,training
3885826613,ACCT,Accounting/Auditing,accounting_auditing
3885823649,PRJM,Project Management,project_management
3885823649,IT,Information Technology,information_technology
3885854766,ACCT,Accounting/Auditing,accounting_auditing
3885854766,FIN,Finance,finance
3884854938,HCPR,Health Care Provider,health_care_provider
3885839639,RSCH,Research,research
3885839639,ANLS,Analyst,analyst
3885839639,IT,Information Technology,information_technology
3884813012,HCPR,Health Care Provider,health_care_provider
3885859918,IT,Information Technology,information_technology
3884870634,SALE,Sales,sales
3884870634,BD,Business Development,business_development
3885859466,MGMT,Management,management
3885859466,MNFC,Manufacturing,manufacturing
3884825051,OTHR,Other,other
3885811639,MGMT,Management,management
3885811639,MNFC,Manufacturing,manufacturing
3885858353,ACCT,Accounting/Auditing,accounting_auditing
3885858353,FIN,Finance,finance
3884432447,ENG,Engineering,engineering
3885854686,ACCT,Accounting/Auditing,accounting_auditing
3885854686,FIN,Finance,finance
3885855281,BD,Business Development,business_development
3885855281,SALE,Sales,sales
3885859175,ACCT,Accounting/Auditing,accounting_auditing
3885859175,FIN,Finance,finance
3885825364,MGMT,Management,management
3885825364,MNFC,Manufacturing,manufacturing
3884854757,ENG,Engineering,engineering
3884854757,IT,Information Technology,information_technology
3884859635,SALE,Sales,sales
3884859635,BD,Business Development,business_development
3884871657,SALE,Sales,sales
3884871657,BD,Business Development,business_development
3884886214,SALE,Sales,sales
3884886214,BD,Business Development,business_development
3884885732,SALE,Sales,sales
3884885732,BD,Business Development,business_development
3884848884,EDU,Education,education
3884848884,TRNG,Training,training
3884848887,EDU,Education,education
3884848887,TRNG,Training,training
3884871917,SALE,Sales,sales
3884871917,BD,Business Development,business_development
3884849716,EDU,Education,education
3884849716,TRNG,Training,training
3884873826,SALE,Sales,sales
3884873826,BD,Business Development,business_development
